epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
9,3899,,0.0076940106227993965,,,,,
9,3949,,0.007730972953140736,,,,,
9,3999,,0.0063499026000499725,,,,,
9,4049,,0.006732820533216,,,,,
9,4099,,0.006686498876661062,,,,,
9,4149,,0.00641115615144372,,,,,
9,4199,,0.00745764235034585,,,,,
9,4249,,0.0064568109810352325,,,,,
9,4299,,0.005942375864833593,,,,,
9,4319,,,0.013261301442980766,1570.0853271484375,0.017816832289099693,1.659909963607788,0.00750156631693244
9,4319,0.006819902919232845,,,,,,
