epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.007210585754364729,,,,,
0,99,,0.006950718816369772,,,,,
0,149,,0.0075352806597948074,,,,,
0,199,,0.007069720420986414,,,,,
0,249,,0.008553442545235157,,,,,
0,291,,,0.012831287458539009,1006.917724609375,0.017291776835918427,1.7477107048034668,0.00729992613196373
0,291,0.007886036299169064,,,,,,
1,299,,0.006737459450960159,,,,,
1,349,,0.006606139708310366,,,,,
1,399,,0.007960605435073376,,,,,
1,449,,0.007624349091202021,,,,,
1,499,,0.006298369262367487,,,,,
1,549,,0.008035734295845032,,,,,
1,583,,,0.012846479192376137,1855.4097900390625,0.017231181263923645,1.6053221225738525,0.00719253858551383
1,583,0.007610222790390253,,,,,,
2,599,,0.007680356502532959,,,,,
2,649,,0.006840180605649948,,,,,
2,699,,0.008187851868569851,,,,,
2,749,,0.00695949187502265,,,,,
2,799,,0.007830116897821426,,,,,
2,849,,0.006977558601647615,,,,,
2,875,,,0.012804090045392513,1351.462890625,0.017215002328157425,1.6698906421661377,0.007148802280426025
2,875,0.00755964545533061,,,,,,
3,899,,0.00873650424182415,,,,,
3,949,,0.006634970661252737,,,,,
3,999,,0.008144711144268513,,,,,
3,1049,,0.007310565561056137,,,,,
3,1099,,0.006472448352724314,,,,,
3,1149,,0.007170801982283592,,,,,
3,1167,,,0.012760692276060581,447.1269226074219,0.017220910638570786,1.8177584409713745,0.0071414378471672535
3,1167,0.007525910623371601,,,,,,
4,1199,,0.008588581345975399,,,,,
4,1249,,0.006671935319900513,,,,,
4,1299,,0.007776627782732248,,,,,
4,1349,,0.00791108701378107,,,,,
4,1399,,0.0057104043662548065,,,,,
4,1449,,0.008026803843677044,,,,,
4,1459,,,0.012778776697814465,557.3422241210938,0.017243945971131325,1.7900655269622803,0.007154866121709347
4,1459,0.0074945786036551,,,,,,
5,1499,,0.010105283930897713,,,,,
5,1549,,0.0075300014577806,,,,,
5,1599,,0.006328924093395472,,,,,
5,1649,,0.008168715052306652,,,,,
5,1699,,0.007228532340377569,,,,,
5,1749,,0.006486040074378252,,,,,
5,1751,,,0.012782399542629719,717.0371704101562,0.017259778454899788,1.7984302043914795,0.007188107818365097
5,1751,0.007447195239365101,,,,,,
6,1799,,0.006983076687902212,,,,,
6,1849,,0.006447474006563425,,,,,
6,1899,,0.007920934818685055,,,,,
6,1949,,0.006711125373840332,,,,,
6,1999,,0.007314012851566076,,,,,
6,2043,,,0.01275927945971489,515.933837890625,0.01721850596368313,1.7777348756790161,0.007171299774199724
6,2043,0.007401145529001951,,,,,,
7,2049,,0.006600016262382269,,,,,
7,2099,,0.006905505899339914,,,,,
7,2149,,0.006841333117336035,,,,,
7,2199,,0.007320294622331858,,,,,
7,2249,,0.007326307240873575,,,,,
7,2299,,0.006662450265139341,,,,,
7,2335,,,0.0128335515037179,1315.7611083984375,0.017305584624409676,1.6953142881393433,0.007207823451608419
7,2335,0.007331965956836939,,,,,,
8,2349,,0.006637980695813894,,,,,
8,2399,,0.005945572163909674,,,,,
8,2449,,0.006506411824375391,,,,,
8,2499,,0.008777561597526073,,,,,
8,2549,,0.007889174856245518,,,,,
8,2599,,0.008257661014795303,,,,,
8,2627,,,0.012901447713375092,2677.68896484375,0.017392413690686226,1.5978524684906006,0.007176967337727547
8,2627,0.0072648064233362675,,,,,,
9,2649,,0.006982831750065088,,,,,
9,2699,,0.0062746102921664715,,,,,
9,2749,,0.007867678999900818,,,,,
9,2799,,0.006238886620849371,,,,,
9,2849,,0.00844343937933445,,,,,
9,2899,,0.007612550165504217,,,,,
9,2919,,,0.01292563509196043,1416.8216552734375,0.017460130155086517,1.6755876541137695,0.0072297328151762486
9,2919,0.007183392066508532,,,,,,
