window,mape,mae,rmse,mse,directional_accuracy,precision_up,recall_up,f1_up
10,1.0499280487601792,0.010484973938962987,0.014865281294015325,0.00022097658795020193,0.49862046131773535,0.46266605588639487,0.23059360730593606,0.30778607344202347
