window,mape,mae,rmse,mse,directional_accuracy,precision_up,recall_up,f1_up
7,1.0555546306983834,0.010523598022894732,0.014908665532990542,0.00022226830797458019,0.4873634256704558,0.48444444444444446,0.9458780543503083,0.6407301415422694
