epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.006398605182766914,,,,,
0,99,,0.00809959601610899,,,,,
0,149,,0.008710888214409351,,,,,
0,199,,0.007344094570726156,,,,,
0,249,,0.008807477541267872,,,,,
0,291,,,0.012828240171074867,921.8021240234375,0.017244117334485054,1.7732754945755005,0.007347665727138519
0,291,0.00777748879045248,,,,,,
1,299,,0.007842056453227997,,,,,
1,349,,0.007807770278304815,,,,,
1,399,,0.006306905765086412,,,,,
1,449,,0.006111711263656616,,,,,
1,499,,0.006580125540494919,,,,,
1,549,,0.007935944013297558,,,,,
1,583,,,0.012801084667444229,1028.2740478515625,0.017208075150847435,1.744172215461731,0.007266742642968893
1,583,0.007573497481644154,,,,,,
2,599,,0.007297801319509745,,,,,
2,649,,0.006698561366647482,,,,,
2,699,,0.0060220398008823395,,,,,
2,749,,0.006239178124815226,,,,,
2,799,,0.008686009794473648,,,,,
2,849,,0.007253158837556839,,,,,
2,875,,,0.012785308063030243,743.9503173828125,0.017190203070640564,1.769045352935791,0.007250667084008455
2,875,0.007528060581535101,,,,,,
3,899,,0.008448720909655094,,,,,
3,949,,0.008012104779481888,,,,,
3,999,,0.006706472020596266,,,,,
3,1049,,0.007465336937457323,,,,,
3,1099,,0.008322379551827908,,,,,
3,1149,,0.009515517391264439,,,,,
3,1167,,,0.012838353402912617,866.941162109375,0.0172890517860651,1.7425554990768433,0.0071999430656433105
3,1167,0.007470580283552408,,,,,,
4,1199,,0.006988605950027704,,,,,
4,1249,,0.008293773047626019,,,,,
4,1299,,0.0055177402682602406,,,,,
4,1349,,0.00782338622957468,,,,,
4,1399,,0.005935256835073233,,,,,
4,1449,,0.008715811185538769,,,,,
4,1459,,,0.012848361395299435,465.9060363769531,0.01726892590522766,1.7833527326583862,0.007201538421213627
4,1459,0.007411441300064325,,,,,,
5,1499,,0.006553153041750193,,,,,
5,1549,,0.007104735355824232,,,,,
5,1599,,0.008365982212126255,,,,,
5,1649,,0.0054758950136601925,,,,,
5,1699,,0.0068258680403232574,,,,,
5,1749,,0.007052786648273468,,,,,
5,1751,,,0.012867695651948452,748.1400146484375,0.017277980223298073,1.7138359546661377,0.007231320254504681
5,1751,0.007360595278441906,,,,,,
6,1799,,0.007907356135547161,,,,,
6,1849,,0.006154784932732582,,,,,
6,1899,,0.006896879989653826,,,,,
6,1949,,0.007873437367379665,,,,,
6,1999,,0.007003147155046463,,,,,
6,2043,,,0.012910059653222561,751.6000366210938,0.017365170642733574,1.7536197900772095,0.007225878536701202
6,2043,0.007284993305802345,,,,,,
7,2049,,0.006522633135318756,,,,,
7,2099,,0.006925945635885,,,,,
7,2149,,0.007997723296284676,,,,,
7,2199,,0.00686534633859992,,,,,
7,2249,,0.007231362164020538,,,,,
7,2299,,0.006647984962910414,,,,,
7,2335,,,0.01297766249626875,980.3379516601562,0.017443140968680382,1.6685340404510498,0.00730921421200037
7,2335,0.0072039272636175156,,,,,,
8,2349,,0.006858093198388815,,,,,
8,2399,,0.006731490138918161,,,,,
8,2449,,0.006383941974490881,,,,,
8,2499,,0.006610532756894827,,,,,
8,2549,,0.006891609635204077,,,,,
8,2599,,0.005952848587185144,,,,,
8,2627,,,0.01293991506099701,508.5706787109375,0.017419135197997093,1.782981276512146,0.007305140141397715
8,2627,0.007121884264051914,,,,,,
9,2649,,0.006112163420766592,,,,,
9,2699,,0.007840320467948914,,,,,
9,2749,,0.006130110938102007,,,,,
9,2799,,0.00673966109752655,,,,,
9,2849,,0.008034063503146172,,,,,
9,2899,,0.006167329847812653,,,,,
9,2919,,,0.01293996348977089,1005.0848388671875,0.017419427633285522,1.7355709075927734,0.0072639621794223785
9,2919,0.00701207434758544,,,,,,
10,2949,,0.005919057875871658,,,,,
10,2999,,0.005926026497036219,,,,,
10,3049,,0.007457779720425606,,,,,
10,3099,,0.0070687527768313885,,,,,
10,3149,,0.006206858903169632,,,,,
10,3199,,0.007576217409223318,,,,,
10,3211,,,0.013008847832679749,901.8649291992188,0.017553934827446938,1.737013816833496,0.007288085762411356
10,3211,0.006952227093279362,,,,,,
11,3249,,0.007029918488115072,,,,,
11,3299,,0.006787871476262808,,,,,
11,3349,,0.006160372402518988,,,,,
11,3399,,0.007500139530748129,,,,,
11,3449,,0.007940796203911304,,,,,
11,3499,,0.00709610665217042,,,,,
11,3503,,,0.013012600131332874,1541.884521484375,0.01751992478966713,1.685965895652771,0.0073050567880272865
11,3503,0.0069083645939826965,,,,,,
