epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.006886109244078398,,,,,
0,99,,0.007927835918962955,,,,,
0,149,,0.0061111911199986935,,,,,
0,199,,0.007547094486653805,,,,,
0,249,,0.007972512394189835,,,,,
0,299,,0.008640333078801632,,,,,
0,349,,0.006312224082648754,,,,,
0,399,,0.0073092421516776085,,,,,
0,431,,,0.012780684977769852,866.5128784179688,0.0171509962528944,1.743687391281128,0.007181359920650721
0,431,0.007558710407465696,,,,,,
1,449,,0.008048165589571,,,,,
1,499,,0.010823214426636696,,,,,
1,549,,0.00714832404628396,,,,,
1,599,,0.008080478757619858,,,,,
1,649,,0.005809692200273275,,,,,
1,699,,0.00962013192474842,,,,,
1,749,,0.006764915306121111,,,,,
1,799,,0.0071169487200677395,,,,,
1,849,,0.007063728291541338,,,,,
1,863,,,0.01279169600456953,458.7531433105469,0.017201006412506104,1.8229342699050903,0.0072256638668477535
1,863,0.007428835611790419,,,,,,
2,899,,0.008415321819484234,,,,,
2,949,,0.006991671398282051,,,,,
2,999,,0.008454023860394955,,,,,
2,1049,,0.007297636475414038,,,,,
2,1099,,0.007841181941330433,,,,,
2,1149,,0.008491287007927895,,,,,
2,1199,,0.007700307760387659,,,,,
2,1249,,0.007772811222821474,,,,,
2,1295,,,0.012920928187668324,1487.1153564453125,0.017350375652313232,1.6502854824066162,0.007250804454088211
2,1295,0.007386636454612017,,,,,,
3,1299,,0.005980466492474079,,,,,
3,1349,,0.005815956741571426,,,,,
3,1399,,0.006542588584125042,,,,,
3,1449,,0.008389551192522049,,,,,
3,1499,,0.006885332986712456,,,,,
3,1549,,0.006815007422119379,,,,,
3,1599,,0.008514408022165298,,,,,
3,1649,,0.006360154133290052,,,,,
3,1699,,0.00800055731087923,,,,,
3,1727,,,0.012809094041585922,559.798828125,0.017211977392435074,1.7826507091522217,0.0072190845385193825
3,1727,0.007337034214287996,,,,,,
4,1749,,0.006161091849207878,,,,,
4,1799,,0.006166009698063135,,,,,
4,1849,,0.0070416852831840515,,,,,
4,1899,,0.007594159338623285,,,,,
4,1949,,0.0054465183056890965,,,,,
4,1999,,0.007376552559435368,,,,,
4,2049,,0.008286025375127792,,,,,
4,2099,,0.006508570164442062,,,,,
4,2149,,0.006672236602753401,,,,,
4,2159,,,0.012862161733210087,1039.3035888671875,0.01727277785539627,1.707203984260559,0.007230266463011503
4,2159,0.007271023001521826,,,,,,
5,2199,,0.00709895882755518,,,,,
5,2249,,0.006961227860301733,,,,,
5,2299,,0.0061477175913751125,,,,,
5,2349,,0.007794066797941923,,,,,
5,2399,,0.008152362890541553,,,,,
5,2449,,0.009188282303512096,,,,,
5,2499,,0.006835003383457661,,,,,
5,2549,,0.00575944734737277,,,,,
5,2591,,,0.012876138091087341,1515.92041015625,0.01725023053586483,1.7257554531097412,0.007295520976185799
5,2591,0.0071857161819934845,,,,,,
6,2599,,0.008260924369096756,,,,,
6,2649,,0.006064001005142927,,,,,
6,2699,,0.008473364636301994,,,,,
6,2749,,0.0068898750469088554,,,,,
6,2799,,0.006655966397374868,,,,,
6,2849,,0.007023927755653858,,,,,
6,2899,,0.006243204697966576,,,,,
6,2949,,0.00722103426232934,,,,,
6,2999,,0.005977313965559006,,,,,
6,3023,,,0.012981846928596497,1372.1578369140625,0.017419327050447464,1.707909107208252,0.007325020153075457
6,3023,0.0070485020987689495,,,,,,
7,3049,,0.007158632855862379,,,,,
7,3099,,0.006543610244989395,,,,,
7,3149,,0.007385695353150368,,,,,
7,3199,,0.009226782247424126,,,,,
7,3249,,0.006793355569243431,,,,,
7,3299,,0.007898572832345963,,,,,
7,3349,,0.007517165970057249,,,,,
7,3399,,0.0068046702072024345,,,,,
7,3449,,0.0066710710525512695,,,,,
7,3455,,,0.013251528143882751,1769.8626708984375,0.017750008031725883,1.6780433654785156,0.007475532591342926
7,3455,0.006955863907933235,,,,,,
8,3499,,0.0067630959674716,,,,,
8,3549,,0.006662054918706417,,,,,
8,3599,,0.00731709273532033,,,,,
8,3649,,0.008057927712798119,,,,,
8,3699,,0.0059558735229074955,,,,,
8,3749,,0.00993390940129757,,,,,
8,3799,,0.005535020958632231,,,,,
8,3849,,0.007191733457148075,,,,,
8,3887,,,0.013244092464447021,1750.5838623046875,0.017780916765332222,1.6674621105194092,0.0074774473905563354
8,3887,0.006877455394715071,,,,,,
