window,mape,mae,rmse,mse,directional_accuracy,precision_up,recall_up,f1_up
15,1.0495974332664806,0.010485243457254797,0.014848600773835024,0.0002204809449407341,0.5149541993157488,0.49050279329608937,0.10027409776153495,0.1665086288640243
