window,mape,mae,rmse,mse,directional_accuracy,precision_up,recall_up,f1_up
30,1.0506034596232394,0.010480097232478471,0.014865278980376484,0.00022097651916442294,0.49906191369606,0.4894324072843281,0.8406392694063927,0.6186675627992942
